date,open,close,high,low,volume
2022-7-1,0.733825008,0.719384185,0.773533424,0.777070064,0.112476077
2022-7-4,0.694267516,0.866340098,0.831514325,0.782690146,0.145353007
2022-7-5,0.812269527,0.814555633,0.822987722,0.850505807,0.115218804
2022-7-6,0.782433791,0.726382085,0.793997271,0.775196703,0.117465088
2022-7-7,0.700636943,0.737928621,0.729195089,0.770700637,0.065256343
2022-7-8,0.719074757,0.750874738,0.740109141,0.801423754,0.048627728
2022-7-11,0.728796514,0.722883135,0.728854025,0.748969652,0.046545803
2022-7-12,0.697619846,0.697690693,0.695088677,0.731734732,0.040416996
2022-7-13,0.675494469,0.753324003,0.73431105,0.759835144,0.067174073
2022-7-14,0.72611465,0.769769069,0.780354707,0.805170476,0.065700075
2022-7-15,0.7418706,0.761021693,0.795702592,0.808917197,0.053536919
